0.17231022	0.17197585	-0.120136425	0.037549384	0.016397301	0.28437865	0.15757519	0.16653982	0.21735688	0.19422983	-0.51166564	0.1708123	-0.4343363	-0.41725606	0.14677987
0.03533281	0.18150452	0.14703749	-0.052873097	0.31580588	0.39219275	0.4855518	0.12501028	0.5009846	0.36599746	-0.51123327	0.21191221	-0.4838045	-0.3038469	0.37346494
0.19065723	-0.4226298	-0.26182827	-0.19038095	-0.37170085	-0.39121765	-0.27371052	-0.38015273	-0.21300155	-0.41166168	0.53096586	-0.35143653	0.48471227	0.51411325	-0.25472265
-0.020107344	0.42745525	0.37644413	-0.13014676	0.32904541	0.29749045	0.6031252	0.05854014	0.3403036	0.6087376	-0.84056365	0.28191128	-0.71624804	-0.41608134	0.2656249
-0.4927802	0.16899355	0.16209614	0.12000593	0.18413778	0.17260431	0.3385779	-0.14806798	-0.1009587	0.35890517	-0.11435141	-0.100868285	-0.10199961	-0.0772384	0.1268882
0.12684782	0.40258723	0.028622806	-0.061216466	0.2759881	0.4073245	0.31178898	-0.15743813	0.25849405	0.022768844	-0.31417885	0.2965307	-0.25601155	-0.049663644	0.30787772
0.13239776	-0.085364096	-0.19302623	0.19785273	-0.04773391	0.19245009	0.31683707	0.23827407	-0.09651771	0.16657332	-0.31625706	-0.08039737	-0.21921916	-0.339761	-0.06286131
0.09321131	0.11037012	-0.17817415	0.018881332	0.2785655	0.026731221	0.15893477	0.042531382	0.14287883	0.11966724	0.06060111	0.06410916	-0.115962155	0.09132033	0.22648644
0.39413393	0.046171557	-0.11594768	-0.21237332	-0.2259931	-0.112870164	-0.19363528	-0.14079274	0.03064755	-0.2757954	0.2663651	-0.28903162	0.24752468	0.27546933	-0.11177005
-0.063392155	0.11473341	0.03228763	0.12219107	0.17876947	0.29805622	0.40880933	0.38792306	0.1660457	0.18070109	-0.49676442	0.21850128	-0.4517743	-0.42405534	0.22085398
-0.32990712	0.040882505	-0.111654915	0.0665037	0.21738417	0.053107418	0.39501822	-0.035910595	0.33398566	-0.11004997	-0.35673338	0.10551209	-0.30015865	-0.12736805	0.17979133
